,# PDB,function,Heme,multiheme,ligand,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy
5090,3faq,oxidoreductase,HEM_A_605,0,HIS-CYN,HIS,CYN,445.0,-0.679,0.0,-0.449,-0.091,-0.049,-0.218,0.091,-0.022,-0.151,-0.401,-0.109,-0.068
5097,3fkg,oxidoreductase,HEM_A_350,0,HIS-HOH,HIS,HOH,441.0,-0.706,0.164,0.079,-0.312,0.07,-0.059,0.174,0.026,0.018,-0.06,-0.034,0.029
5098,3fll,oxidoreductase,HEM_A_185,0,HIS-NH3,HIS,NH3,467.0,0.193,0.613,0.003,-0.055,-0.008,-0.194,0.09,-0.007,-0.001,0.013,-0.003,0.028
5099,3fm1,oxidoreductase,HEM_A_350,0,HIS,HIS,,444.0,-0.75,0.213,0.166,-0.21,0.065,-0.009,0.266,0.04,0.149,-0.072,-0.012,-0.029
5100,3fm4,oxidoreductase,HEM_A_350,0,HIS-HOH,HIS,HOH,431.0,-0.839,0.15,0.162,-0.244,0.019,0.028,0.179,0.005,0.093,-0.024,-0.059,0.067
5101,3fm6,oxidoreductase,HEM_A_350,0,HIS-HOH,HIS,HOH,442.0,-0.72,0.229,0.174,-0.139,0.008,-0.078,0.156,0.031,0.032,0.021,-0.012,0.026
5102,3fmu,oxidoreductase,HEM_A_350,0,HIS-HOH,HIS,HOH,446.0,-0.731,0.203,0.174,-0.134,0.025,-0.049,0.155,0.041,0.031,0.02,-0.02,0.011
5103,3fnl,oxidoreductase,HEM_A_615,0,HIS-SHA,HIS,SHA,417.0,-0.439,0.061,-0.193,-0.261,0.018,-0.105,0.149,-0.004,-0.129,0.039,-0.148,-0.05
5142,3fwi,oxidoreductase,HEM_A_417,0,SEC,SEC,,464.0,0.228,-0.45,-0.213,-0.395,-0.002,-0.044,0.149,-0.023,0.045,0.28,-0.076,0.032
5143,3fwj,oxidoreductase,HEM_A_417,0,SEC,SEC,,476.0,0.055,-0.368,-0.17,-0.226,0.01,-0.031,0.01,-0.006,0.072,0.037,-0.055,0.046
5174,3g5f,oxidoreductase,HEM_A_462,0,CYS-HOH,CYS,HOH,442.0,-0.564,-0.608,-0.025,-0.115,-0.006,-0.115,0.101,-0.013,-0.041,0.02,-0.006,-0.016
5175,3g5h,oxidoreductase,HEM_A_462,0,CYS-HOH,CYS,HOH,443.0,-0.583,-0.571,-0.006,-0.185,-0.013,-0.157,0.097,0.0,-0.003,-0.032,-0.011,0.0
5190,3gc1,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,406.0,-0.291,0.261,-0.309,-0.068,0.012,0.019,-0.126,-0.0,-0.475,-0.225,-0.255,-0.149
5191,3gcj,oxidoreductase,HEM_A_605,0,HIS-SHA,HIS,SHA,422.0,-0.291,0.053,-0.108,-0.365,0.026,0.017,0.089,-0.021,-0.253,-0.101,-0.063,-0.042
5192,3gck,oxidoreductase,HEM_A_605,0,HIS,HIS,,413.0,-0.104,0.109,0.009,-0.419,0.034,0.038,0.028,-0.002,-0.084,-0.171,-0.091,-0.025
5193,3gcl,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,429.0,-0.191,0.154,-0.008,-0.242,0.041,0.022,0.041,0.001,-0.146,-0.115,-0.024,-0.074
5204,3gk9,oxygen carrier,HEM_A_200,0,HIS-HIS,HIS,HIS,542.0,0.243,0.174,-0.202,-0.265,0.003,0.33,0.098,-0.003,-0.046,-0.211,0.019,0.006
5205,3gkt,oxygen carrier,HEM_A_155,0,HIS-HIS,HIS,HIS,567.0,0.382,0.337,-0.415,-0.313,0.015,0.21,0.074,-0.007,0.244,-0.236,-0.035,0.08
5208,3gln,oxygen carrier,HEM_A_158,0,HIS-CMO,HIS,CMO,646.0,0.032,0.9,-0.093,-0.397,-0.05,0.074,0.162,0.007,0.067,-0.07,-0.025,0.098
5279,3h57,oxygen carrier,HEM_A_154,0,HIS,HIS,,510.0,0.035,0.023,-0.305,0.013,0.002,0.135,0.047,-0.026,0.013,-0.009,-0.015,-0.025
5280,3h58,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,492.0,0.134,0.003,-0.154,-0.001,-0.0,0.132,0.083,-0.026,0.0,-0.009,-0.022,0.008
5285,3hb6,oxidoreductase,HEM_A_485,0,TYR,TYR,,413.0,0.303,0.505,0.085,-0.099,0.006,-0.173,0.102,-0.009,-0.173,-0.105,-0.054,0.06
5286,3hc9,oxygen carrier,HEM_A_154,0,HIS,HIS,,512.0,-0.05,0.331,-0.407,-0.278,0.022,0.184,0.019,-0.015,0.113,-0.09,0.061,0.01
5291,3hdl,oxidoreductase,HEM_A_305,0,HIS-PEO,HIS,PEO,410.0,-0.741,0.571,0.078,-0.183,0.019,-0.106,0.046,-0.01,0.023,-0.045,-0.026,0.027
5292,3hen,transferase,HEM_A_154,0,HIS,HIS,,507.0,0.051,0.351,-0.386,-0.308,0.027,0.092,-0.068,-0.043,0.193,-0.222,0.013,0.046
5293,3heo,hydrolase,HEM_A_154,0,HIS-NO2,HIS,NO2,508.0,0.487,-0.393,-0.109,-0.253,0.022,-0.081,-0.088,0.001,0.21,-0.263,-0.044,0.017
5294,3hep,transferase,HEM_A_154,0,HIS-NO2,HIS,NO2,497.0,-0.015,0.242,-0.372,-0.342,-0.001,0.22,0.009,-0.032,-0.011,-0.164,0.06,-0.044
5357,3i6n,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,420.0,-0.491,0.344,-0.082,0.051,0.01,0.014,0.009,0.001,-0.274,-0.286,-0.071,-0.036
5361,3i9t,oxidoreductase,HEM_A_300,0,HIS-DTV,HIS,DTV,587.0,-0.273,-0.538,-0.144,-0.301,-0.018,0.046,-0.189,0.013,0.015,0.191,-0.046,0.02
5362,3i9u,oxidoreductase,HEM_A_300,0,HIS-DTU,HIS,DTU,555.0,-0.154,-0.466,-0.272,-0.245,-0.098,-0.126,-0.231,0.029,0.169,0.161,-0.035,-0.001
5365,3ibd,oxidoreductase,HEM_A_500,0,CYS-CPZ,CYS,CPZ,408.0,-0.092,0.175,-0.11,-0.205,-0.003,-0.096,-0.05,-0.006,0.048,-0.131,-0.015,0.054
5386,3iqb,oxidoreductase,HEM_A_500,0,HIS-OXY,HIS,OXY,421.0,-0.232,-0.275,0.413,-0.252,0.009,0.272,-0.09,-0.002,0.048,0.104,-0.062,0.085
5433,3ivy,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,395.0,-0.248,-0.307,-0.191,-0.233,-0.033,-0.05,0.06,-0.009,0.0,0.03,-0.034,0.009
5434,3iw0,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,372.0,-0.28,-0.335,-0.165,-0.206,0.014,-0.076,0.062,0.006,-0.093,-0.075,-0.005,0.021
5435,3iw1,oxidoreductase,HEM_A_434,0,CYS-HOH,CYS,HOH,376.0,-0.273,-0.316,-0.194,-0.219,-0.021,-0.015,0.044,-0.005,-0.069,-0.093,-0.046,0.018
5436,3iw2,oxidoreductase,HEM_A_434,0,CYS-HOH,CYS,HOH,355.0,-0.323,-0.51,-0.053,-0.188,0.007,0.067,0.147,-0.006,0.038,0.081,-0.028,0.049
5487,3k1o,oxidoreductase,HEM_A_488,0,CYS-POZ,CYS,POZ,445.0,0.329,-0.548,0.109,0.889,-0.007,-0.145,-0.265,0.009,0.058,-0.072,-0.06,-0.026
5500,3k9z,oxygen carrier,HEM_A_155,0,HIS,HIS,,533.0,-0.149,0.504,-0.462,0.048,0.112,0.114,0.157,0.07,-0.009,0.013,-0.019,-0.037
5501,3khm,oxidoreductase,HEM_A_500,0,CYS-TPF,CYS,TPF,446.0,0.046,-0.518,-0.304,-0.228,0.0,-0.11,0.137,0.006,0.048,-0.03,0.004,0.031
5510,3krq,oxidoreductase,HEM_A_655,0,HIS,HIS,,437.0,-0.471,0.082,-0.288,0.011,0.054,-0.08,0.02,0.05,0.289,0.32,-0.102,-0.014
5517,3kw4,oxidoreductase,HEM_A_500,0,CYS,CYS,,386.0,-0.206,0.31,0.007,0.095,0.008,-0.01,0.105,-0.001,-0.112,0.382,-0.053,-0.003
5524,3l1m,electron transporter,HEM_A_150,0,HIS-MET,HIS,MET,493.0,0.073,-0.014,-0.114,-0.204,-0.022,-0.002,-0.107,-0.038,-0.042,-0.013,0.039,0.078
5557,3l61,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,413.0,-0.345,-0.33,0.065,-0.177,-0.007,-0.036,0.089,-0.017,-0.067,-0.079,-0.016,0.018
5558,3l62,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,404.0,-0.334,-0.373,0.083,-0.156,0.009,-0.126,-0.015,-0.007,0.011,0.042,0.005,0.021
5559,3l63,oxidoreductase,HEM_A_420,0,CYS,CYS,,448.0,0.048,-0.469,-0.254,-0.255,0.017,0.036,0.064,-0.004,-0.048,-0.031,0.002,0.022
5661,3lr7,oxygen carrier,HEM_A_154,0,HIS-NO2,HIS,NO2,512.0,0.03,-0.097,-0.219,-0.201,0.003,0.231,0.004,0.01,0.013,-0.065,-0.018,0.045
5662,3lr9,oxygen carrier,HEM_A_154,0,HIS-NO2,HIS,NO2,523.0,0.1,-0.108,-0.196,-0.257,0.043,0.235,0.035,-0.004,-0.031,0.09,-0.015,0.054
5670,3m23,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,396.0,-0.604,0.284,0.0,-0.168,0.001,-0.052,0.11,-0.042,0.02,0.004,0.002,0.004
5671,3m25,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,372.0,-0.586,0.293,0.01,-0.123,0.002,-0.066,0.103,-0.019,-0.005,-0.025,0.003,0.007
5672,3m26,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,388.0,-0.597,0.276,0.014,-0.135,0.009,-0.076,0.12,-0.035,0.017,-0.013,-0.003,0.014
5673,3m27,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,412.0,-0.61,0.292,0.009,-0.277,0.022,-0.058,0.132,-0.043,0.059,0.011,0.0,0.009
5674,3m28,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,373.0,-0.591,0.268,0.03,-0.101,0.002,-0.057,0.118,-0.04,0.009,-0.006,-0.007,0.004
5675,3m29,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,373.0,-0.583,0.257,0.02,-0.087,0.01,-0.057,0.116,-0.045,-0.003,-0.026,-0.014,0.014
5676,3m2a,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,368.0,-0.576,0.276,0.022,-0.099,0.011,-0.054,0.119,-0.04,-0.001,-0.011,0.005,0.004
5677,3m2b,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,372.0,-0.582,0.247,0.046,-0.095,0.006,-0.051,0.119,-0.057,-0.004,-0.015,-0.006,0.009
5678,3m2c,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,369.0,-0.571,0.249,0.029,-0.096,-0.001,-0.046,0.108,-0.034,0.001,-0.02,-0.002,0.003
5679,3m2d,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,372.0,-0.572,0.244,0.048,-0.121,0.007,-0.074,0.122,-0.049,0.009,-0.013,-0.003,0.009
5680,3m2e,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,415.0,-0.583,0.272,0.034,-0.198,0.014,-0.056,0.133,-0.028,0.028,-0.01,-0.0,0.008
5681,3m2f,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,372.0,-0.579,0.257,0.037,-0.114,0.002,-0.053,0.13,-0.038,0.014,-0.013,0.009,0.02
5682,3m2g,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,385.0,-0.578,0.245,0.039,-0.135,0.008,-0.065,0.136,-0.029,0.012,-0.003,0.002,0.009
5683,3m2h,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,394.0,-0.554,0.249,0.029,-0.144,0.001,-0.051,0.113,-0.012,0.015,-0.011,0.014,-0.002
5684,3m2i,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,372.0,-0.589,0.234,0.05,-0.131,0.008,-0.045,0.133,-0.029,0.021,-0.028,0.005,0.009
5685,3m38,oxygen carrier,HEM_A_155,0,GLU-HIS,GLU,HIS,521.0,0.059,0.063,-0.173,-0.082,0.004,0.109,-0.027,0.013,-0.013,0.015,0.068,-0.001
5686,3m39,oxygen carrier,HEM_A_155,0,GLU-HIS,GLU,HIS,469.0,-0.067,0.135,-0.112,-0.039,0.014,0.101,-0.063,0.025,-0.086,-0.004,-0.038,-0.021
5687,3m3a,oxygen carrier,HEM_A_155,0,GLU-HIS,GLU,HIS,502.0,-0.06,-0.073,-0.145,-0.061,-0.039,0.154,-0.055,0.04,-0.001,0.026,-0.05,0.04
5688,3m3b,oxygen carrier,HEM_A_155,0,GLU-HIS,GLU,HIS,521.0,0.038,0.09,-0.155,-0.047,0.018,0.083,-0.121,-0.104,-0.059,0.039,-0.013,-0.017
5700,3m5q,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,430.0,-0.632,0.296,0.207,-0.203,0.013,-0.029,0.13,0.011,-0.021,0.002,-0.004,-0.022
5709,3m8m,oxidoreductase,HEM_A_396,0,HIS-HOH,HIS,HOH,425.0,-0.634,0.284,0.209,-0.109,0.013,-0.031,0.127,0.026,0.004,-0.021,-0.012,-0.015
5710,3m97,electron transporter,HEC_X_141,0,HIS-MET,HIS,MET,341.0,-0.07,-0.403,-0.019,0.006,0.144,-0.056,-0.195,0.048,-0.034,-0.08,-0.036,0.091
5711,3mba,oxygen carrier,HEM_A_148,0,HIS-F,HIS,F,510.0,-0.069,-0.002,0.048,-0.113,-0.049,0.143,0.027,-0.069,0.209,0.075,0.022,0.009
5712,3mdm,oxidoreductase,HEM_A_505,0,CYS-FJZ,CYS,FJZ,422.0,-0.324,-0.315,-0.066,-0.021,-0.023,-0.127,-0.003,0.031,-0.019,0.074,0.012,-0.058
5731,3mm1,oxidoreductase,HEM_A_501,0,HIS-HOH,HIS,HOH,378.0,0.462,0.024,-0.001,-0.178,-0.017,0.059,-0.149,0.008,0.009,-0.015,-0.021,0.007
5732,3mm2,oxidoreductase,HEM_A_501,0,HIS-CYN,HIS,CYN,387.0,0.446,-0.09,0.08,-0.162,-0.017,0.081,-0.089,0.01,0.017,-0.021,-0.017,-0.004
5733,3mm3,oxidoreductase,HEM_A_501,0,HIS-CYN,HIS,CYN,359.0,0.437,-0.078,0.015,-0.134,-0.001,0.052,-0.082,-0.008,-0.028,-0.017,-0.011,0.006
5750,3mn0,oxygen carrier,HEM_A_155,0,HIS-CYN,HIS,CYN,542.0,0.209,-0.068,-0.213,-0.072,0.038,0.176,-0.023,-0.002,-0.021,-0.032,0.06,0.001
5765,3mvf,oxidoreductase,HEM_A_185,0,HIS-NO2,HIS,NO2,511.0,0.35,-0.523,0.051,-0.109,-0.024,0.024,-0.11,0.017,-0.006,-0.006,-0.018,-0.018
5924,3nml,oxygen carrier,HEM_A_154,0,HIS-CMO,HIS,CMO,494.0,0.162,0.057,-0.218,-0.144,0.006,0.199,0.114,0.002,0.078,0.018,-0.045,-0.002
5979,3nv5,oxidoreductase,HEM_A_418,0,CYS-HOH,CYS,HOH,406.0,-0.165,-0.22,0.124,-0.171,-0.006,-0.071,0.003,-0.004,0.035,0.139,-0.171,0.081
5980,3nv6,oxidoreductase,HEM_A_418,0,CYS-HOH,CYS,HOH,401.0,-0.194,-0.569,0.085,-0.161,-0.029,-0.015,0.063,-0.018,-0.016,0.036,-0.021,0.085
5997,3nyh,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,390.0,-0.501,-0.03,-0.221,-0.134,0.038,0.032,0.06,-0.001,-0.123,-0.077,-0.013,-0.036
6001,3o1a,oxidoreductase,HEM_A_385,0,CYS-HOH,CYS,HOH,431.0,-0.153,-0.45,0.089,-0.277,-0.033,0.005,0.052,0.001,0.119,0.113,0.038,0.048
6024,3o89,oxygen carrier,HEM_A_2154,0,HIS-HOH,HIS,HOH,521.0,0.075,0.026,-0.221,-0.172,-0.003,0.243,0.12,-0.019,-0.056,0.034,-0.005,0.028
6044,3ogb,oxygen carrier,HEM_A_154,0,HIS,HIS,,480.0,0.126,0.06,-0.345,-0.241,0.013,0.2,0.055,-0.001,-0.005,0.062,-0.024,-0.014
6045,3oia,oxidoreductase,HEM_A_420,0,CYS,CYS,,423.0,-0.006,-0.299,-0.054,-0.196,-0.015,-0.057,0.077,-0.016,-0.031,0.036,-0.003,0.049
6050,3ol5,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,442.0,0.078,-0.318,0.036,-0.255,-0.023,0.02,-0.031,-0.022,0.033,-0.036,-0.007,0.047
6069,3oo3,oxidoreductase,HEM_A_400,0,CYS-HOH,CYS,HOH,398.0,-0.28,-0.429,0.141,-0.239,-0.034,-0.219,0.046,-0.008,0.049,-0.036,-0.015,0.004
6070,3oo4,oxygen carrier,HEM_B_147,0,HIS-NO2,HIS,NO2,529.0,0.303,-0.151,-0.278,-0.256,-0.012,0.117,0.181,0.002,0.033,-0.019,0.025,0.054
6089,3ovu,oxygen carrier,HEM_C_142,0,HIS-HIS,HIS,HIS,552.0,0.006,-0.01,-0.009,-0.303,0.0,0.003,-0.0,-0.001,0.018,-0.004,-0.046,0.055
6106,3ozu,oxidoreductase,HEM_A_404,0,HIS-X89,HIS,X89,569.0,-0.345,-0.372,-0.12,-0.341,0.007,-0.164,0.116,-0.024,-0.099,-0.136,-0.003,0.052
6111,3ozz,oxidoreductase,HEM_B_201,0,HIS-HIS,HIS,HIS,559.0,0.331,0.111,-0.059,-0.053,0.029,-0.056,-0.009,0.024,-0.032,0.091,-0.061,0.041
6114,3p3o,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,391.0,-0.428,0.095,0.3,-0.12,0.037,-0.366,0.14,-0.024,0.095,0.126,-0.082,0.007
6117,3p3z,oxidoreductase,HEM_A_501,0,CYS-P3Z,CYS,P3Z,375.0,-0.432,0.052,0.077,-0.303,-0.009,-0.138,-0.012,-0.002,0.051,-0.01,-0.031,0.02
6120,3p6m,oxidoreductase,HEM_A_420,0,CYS,CYS,,427.0,0.051,-0.487,-0.003,-0.258,-0.0,-0.114,0.017,-0.005,-0.103,-0.041,-0.024,0.033
6121,3p6n,oxidoreductase,HEM_A_420,0,CYS,CYS,,420.0,0.037,-0.284,-0.02,-0.233,0.004,-0.045,-0.003,-0.012,0.001,-0.008,0.003,0.059
6122,3p6o,oxidoreductase,HEM_A_420,0,CYS,CYS,,417.0,-0.082,-0.355,-0.022,-0.267,-0.005,-0.123,0.163,-0.002,0.057,-0.067,0.023,0.037
6123,3p6p,oxidoreductase,HEM_A_420,0,CYS,CYS,,423.0,-0.019,-0.251,-0.06,-0.193,-0.021,-0.034,0.048,-0.018,-0.003,0.02,-0.016,0.056
6124,3p6q,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,408.0,-0.11,-0.254,0.013,-0.258,-0.01,0.001,0.027,-0.019,0.06,-0.182,-0.033,0.035
6125,3p6r,oxidoreductase,HEM_A_420,0,CYS,CYS,,443.0,-0.201,-0.299,-0.033,-0.322,-0.002,-0.018,-0.004,-0.005,-0.074,-0.167,-0.054,0.014
6126,3p6s,oxidoreductase,HEM_A_420,0,CYS,CYS,,427.0,-0.087,-0.254,0.005,-0.194,0.053,0.009,0.054,-0.024,0.117,-0.211,-0.033,0.053
6127,3p6t,oxidoreductase,HEM_A_420,0,CYS,CYS,,420.0,-0.127,-0.328,0.034,-0.322,-0.022,-0.024,0.052,-0.023,-0.014,0.046,-0.037,0.064
6128,3p6u,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,421.0,-0.294,-0.372,0.113,-0.156,-0.039,-0.077,0.049,-0.005,-0.013,-0.0,-0.014,0.037
6129,3p6v,oxidoreductase,HEM_A_420,0,CYS,CYS,,439.0,-0.144,-0.385,0.048,-0.229,0.018,-0.017,-0.101,-0.015,0.001,-0.005,0.006,0.025
6130,3p6w,oxidoreductase,HEM_A_420,0,CYS,CYS,,431.0,-0.211,-0.407,0.079,-0.278,0.022,-0.093,0.041,-0.003,0.143,-0.23,-0.059,0.04
6131,3p6x,oxidoreductase,HEM_A_420,0,CYS-HOH,CYS,HOH,415.0,-0.32,-0.321,-0.032,-0.221,-0.026,-0.086,0.1,-0.014,-0.005,0.024,-0.006,0.004
6144,3pc2,lyase,HEM_A_701,0,CYS-HIS,CYS,HIS,473.0,-0.555,-0.759,-0.089,-0.078,-0.031,0.041,0.153,0.024,-0.083,0.011,0.006,0.098
6145,3pc3,lyase,HEM_A_701,0,CYS-HIS,CYS,HIS,464.0,-0.558,-0.699,-0.128,-0.159,-0.012,0.048,0.151,0.011,-0.035,0.006,-0.009,0.067
6146,3pc4,lyase,HEM_A_701,0,CYS-HIS,CYS,HIS,475.0,-0.626,-0.805,-0.18,-0.122,-0.018,0.009,0.207,0.01,-0.097,-0.022,0.001,0.046
6153,3ph2,electron transporter,HEC_B_1087,0,HIS-IMD,HIS,IMD,507.0,-0.118,-0.42,0.017,-0.162,-0.012,0.153,0.02,0.012,-0.005,0.049,-0.029,0.027
6172,3pm0,oxidoreductase,HEM_A_900,0,CYS,CYS,,372.0,-0.128,0.113,-0.172,-0.039,-0.02,-0.275,-0.241,-0.193,-0.028,-0.062,0.012,0.092
6203,3py4,oxidoreductase,HEM_A_605,0,HIS,HIS,,411.0,-0.259,0.154,-0.174,0.077,0.004,-0.038,0.041,-0.015,-0.149,-0.366,-0.018,-0.029
6224,3q3u,oxidoreductase,HEM_A_338,0,HIS-HOH,HIS,HOH,420.0,-0.786,0.059,0.274,-0.27,-0.017,-0.029,0.185,0.021,0.103,0.11,-0.01,0.018
6234,3qf1,oxidoreductase,HEM_A_618,0,HIS-HOH,HIS,HOH,404.0,-0.536,0.21,-0.375,-0.004,-0.016,-0.195,0.071,-0.016,-0.038,-0.087,-0.036,0.028
6249,3qjq,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,375.0,-0.253,0.669,0.205,-0.04,0.01,0.383,-0.04,0.008,0.136,-0.07,-0.056,-0.019
6250,3qjs,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,339.0,-0.652,0.436,0.218,-0.175,-0.005,0.337,-0.015,0.013,0.248,-0.231,0.026,-0.052
6251,3qjt,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,354.0,-0.478,0.241,0.293,-0.284,0.002,0.238,-0.116,-0.009,-0.12,0.032,-0.082,0.145
6252,3qju,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,385.0,-0.281,0.258,0.26,-0.071,-0.011,0.435,0.338,-0.023,0.079,-0.05,0.056,0.037
6253,3qjv,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,373.0,-0.746,0.497,0.05,-0.017,-0.062,0.107,0.103,-0.007,-0.149,-0.16,0.009,0.005
6256,3qm5,oxygen carrier,HEM_A_201,0,HIS-OXY,HIS,OXY,527.0,0.014,-0.03,-0.192,-0.174,0.002,0.094,0.116,-0.045,0.006,-0.023,-0.001,0.044
6257,3qm6,oxygen carrier,HEM_A_201,0,HIS,HIS,,562.0,-0.039,-0.14,-0.18,-0.182,0.022,0.009,0.046,-0.052,-0.107,0.015,-0.076,-0.045
6258,3qm7,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,511.0,-0.019,-0.154,-0.122,-0.082,0.003,0.151,-0.001,-0.045,0.004,0.027,-0.028,0.046
6259,3qm8,oxygen carrier,HEM_A_201,0,HIS-CYN,HIS,CYN,547.0,-0.064,-0.156,-0.237,-0.175,-0.001,0.148,0.048,-0.058,-0.052,0.024,0.012,0.027
6260,3qm9,oxygen carrier,HEM_A_201,0,HIS-AZI,HIS,AZI,537.0,-0.044,-0.258,-0.212,-0.153,-0.023,0.151,0.063,-0.047,-0.073,-0.05,0.003,0.031
6261,3qma,oxygen carrier,HEM_A_201,0,HIS-IMD,HIS,IMD,541.0,0.094,-0.255,-0.116,-0.02,-0.003,0.085,0.056,-0.047,-0.001,0.018,-0.022,0.041
6267,3qns,oxidoreductase,HEM_A_351,0,HIS-HOH,HIS,HOH,407.0,0.162,0.126,-0.101,-0.186,-0.003,0.136,-0.181,-0.019,-0.027,0.047,-0.009,-0.007
6268,3qoa,oxidoreductase,HEM_A_500,0,CYS-3QO,CYS,3QO,390.0,-0.168,0.114,-0.015,0.284,-0.031,0.023,0.102,0.005,0.156,-0.057,-0.01,0.021
6303,3qzl,oxidoreductase,HEM_A_200,0,TYR,TYR,,639.0,0.315,-0.033,0.492,-0.256,-0.012,-0.356,-0.431,-0.004,0.002,-0.025,-0.088,0.078
6313,3qzx,oxidoreductase,HEM_A_200,0,HIS,HIS,,412.0,0.333,-1.44,-0.086,0.087,-0.011,-0.02,-0.276,0.034,0.04,0.06,-0.082,-0.031
6314,3qzz,oxidoreductase,HEM_A_200,0,HIS-HOH,HIS,HOH,430.0,0.411,-1.125,0.22,-0.016,0.011,0.084,-0.476,0.007,-0.102,-0.39,-0.173,0.001
6321,3r4x,oxidoreductase,HEM_A_605,0,HIS-PZA,HIS,PZA,397.0,-0.462,-0.029,-0.304,-0.171,0.032,-0.046,0.03,-0.028,0.077,0.14,-0.048,0.048
6322,3r55,oxidoreductase,HEM_A_618,0,HIS-PZA,HIS,PZA,399.0,-0.447,0.149,-0.216,-0.3,-0.006,0.003,0.056,-0.004,0.031,-0.082,-0.024,0.019
6327,3r5o,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,425.0,-0.464,0.109,-0.225,-0.251,-0.018,-0.037,0.05,-0.022,0.123,-0.087,-0.06,0.07
6328,3r5q,oxidoreductase,HEM_A_605,0,HIS,HIS,,402.0,-0.389,0.136,-0.143,-0.335,0.025,-0.016,0.149,0.001,-0.004,-0.092,-0.083,-0.057
6329,3r98,oxidoreductase,HEM_A_1,0,HIS-DOD,HIS,DOD,400.0,-0.539,0.223,0.12,0.682,0.046,0.054,0.018,0.035,-0.203,-0.165,0.141,-0.051
6330,3r99,oxidoreductase,HEM_A_1,0,HIS-DOD,HIS,DOD,390.0,-0.539,0.223,0.12,0.682,0.046,0.054,0.018,0.035,-0.203,-0.165,0.141,-0.051
6334,3r9c,oxidoreductase,HEM_A_450,0,CYS-ECL,CYS,ECL,473.0,-0.003,0.1,0.034,-0.342,-0.011,0.165,0.215,-0.006,-0.005,-0.039,-0.053,0.031
6339,3rgk,oxygen carrier,HEM_A_154,0,HIS-HOH,HIS,HOH,529.0,-0.045,0.008,-0.263,-0.257,-0.004,0.29,0.162,-0.021,0.011,0.015,-0.032,0.015
6354,3rke,oxidoreductase,HEM_A_1001,0,HIS-MZZ,HIS,MZZ,404.0,-0.388,0.043,-0.323,-0.106,-0.022,0.067,0.135,0.018,0.159,-0.085,-0.037,-0.065
6417,3rwl,oxidoreductase,HEM_A_417,0,CYS-HOH,CYS,HOH,367.0,-0.014,-0.568,-0.031,-0.206,-0.011,-0.124,0.097,-0.02,-0.134,0.01,0.01,0.007
6424,3s4f,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,441.0,-0.227,-0.028,0.03,-0.575,0.079,-0.077,-0.013,0.034,0.044,0.049,0.025,0.128
6431,3s79,oxidoreductase,HEM_A_600,0,CYS,CYS,,441.0,-0.589,0.088,-0.17,-0.179,-0.011,0.057,-0.12,0.007,0.016,-0.114,-0.053,0.004
